index,time:timestamp,org:resource,concept:name,case:concept:name,web_agent,IP,start_timestamp
5423,2017-01-25 05:11:50+00:00, RosaParks , view , Aegis.Session004 , Mozilla , 203.106.94.74 ,2017-01-25 05:11:50+00:00
5424,2017-01-25 05:18:23+00:00, PeterSellers , edit , Aegis.Session004 ,  , 221.156.0.8 ,2017-01-25 05:18:23+00:00
5425,2017-01-25 05:21:09+00:00, BillGates , save , Aegis.Session004 , repRev 4 by BaseUserMapping_333 2017/02/10 18:01:39 , 203.106.94.74 ,2017-01-25 05:21:09+00:00
5426,2017-01-25 05:25:15+00:00, LouisPasteur , view , Aegis.Session004 , Mozilla , 230.200.204.160 ,2017-01-25 05:25:15+00:00
5427,2017-01-25 05:28:19+00:00, ChristopherColumbus , view , Main.WebHome , Mozilla , 76.235.99.163 ,2017-01-25 05:28:19+00:00
5428,2017-01-25 05:28:44+00:00, OprahWinfrey , view , Main.WebHome , Mozilla , 201.36.26.7 ,2017-01-25 05:28:44+00:00
5429,2017-01-25 05:28:49+00:00, ThomasEdison , view , Aegis.WebHome , Mozilla , 201.36.26.7 ,2017-01-25 05:28:49+00:00
5430,2017-01-25 05:45:08+00:00, CharlesDarwin , view , Aegis.PythonFordatascience , Mozilla , 131.33.83.174 ,2017-01-25 05:45:08+00:00
5431,2017-01-25 05:54:42+00:00, AlbertEinstein , view , Aegis.Session002 , Mozilla , 19.220.148.132 ,2017-01-25 05:54:42+00:00
5432,2017-01-25 05:55:08+00:00, AungsansuuKyi , view , Aegis.WebHome , Mozilla , 120.169.185.88 ,2017-01-25 05:55:08+00:00
5433,2017-01-25 05:58:14+00:00, JawaharlalNehru , view , Aegis.Assignment002 , Mozilla , 123.2.24.119 ,2017-01-25 05:58:14+00:00
5434,2017-01-25 06:05:55+00:00, CharlesdeGaulle , view , Aegis.WebHome , Mozilla , 98.213.57.193 ,2017-01-25 06:05:55+00:00
5435,2017-01-25 06:29:18+00:00, PabloPicasso , view , Aegis.PythonSudents , Mozilla , 202.32.200.236 ,2017-01-25 06:29:18+00:00
5436,2017-01-25 06:36:16+00:00, AungsansuuKyi , edit , Aegis.PythonSudents ,  , 67.62.89.233 ,2017-01-25 06:36:16+00:00
5437,2017-01-25 06:42:24+00:00, MarilynMonroe , save , Aegis.PythonSudents ,  , 172.216.204.7 ,2017-01-25 06:42:24+00:00
5438,2017-01-25 06:43:50+00:00, PopejohnPaul , view , Aegis.PythonSudents , Mozilla , 59.39.232.34 ,2017-01-25 06:43:50+00:00
5439,2017-01-25 06:48:30+00:00, WaltDisney , edit , Aegis.PythonSudents ,  , 143.132.190.10 ,2017-01-25 06:48:30+00:00
5440,2017-01-25 06:49:23+00:00, MarilynMonroe , save , Aegis.PythonSudents , repRev 2 by BaseUserMapping_333 2017/02/11 05:06:20 , 98.213.57.193 ,2017-01-25 06:49:23+00:00
5441,2017-01-25 06:51:38+00:00, LeonardodaVinci , view , Aegis.PythonSudents , Mozilla , 143.185.106.59 ,2017-01-25 06:51:38+00:00
5442,2017-01-25 07:00:34+00:00, WinstonChurchill , view , Aegis.Session004 , Mozilla , 235.40.131.35 ,2017-01-25 07:00:34+00:00
5443,2017-01-25 07:04:39+00:00, IndiraGandhi , view , Main.WebHome , Mozilla , 96.170.252.122 ,2017-01-25 07:04:39+00:00
5444,2017-01-25 07:23:44+00:00, JawaharlalNehru , view , Aegis.WebHome , Mozilla , 171.155.32.163 ,2017-01-25 07:23:44+00:00
5445,2017-01-25 07:29:13+00:00, MargaretThatcher , view , Aegis.PythonSudents , Mozilla , 72.120.101.54 ,2017-01-25 07:29:13+00:00
5446,2017-01-25 07:37:40+00:00, AbrahamLincoln , view , Aegis.WebHome , Mozilla , 199.168.5.94 ,2017-01-25 07:37:40+00:00
5447,2017-01-25 07:40:07+00:00, DesmondTutu , view , Aegis.Session003 , Mozilla , 224.122.35.210 ,2017-01-25 07:40:07+00:00
5448,2017-01-25 07:40:13+00:00, ChristopherColumbus , view , Aegis.WebHome , Mozilla , 144.249.99.41 ,2017-01-25 07:40:13+00:00
5449,2017-01-25 07:50:49+00:00, DonaldTrump , view , Aegis.Session003 , Mozilla raw=on , 155.248.2.129 ,2017-01-25 07:50:49+00:00
5450,2017-01-25 07:54:54+00:00, ThomasEdison , view , Aegis.Session004 , Mozilla , 107.175.97.53 ,2017-01-25 07:54:54+00:00
5451,2017-01-25 07:56:38+00:00, LudwigBeethoven , edit , Aegis.Session004 ,  , 120.169.185.88 ,2017-01-25 07:56:38+00:00
5452,2017-01-25 08:07:41+00:00, WaltDisney , save , Aegis.Session004 ,  , 154.24.112.80 ,2017-01-25 08:07:41+00:00
5453,2017-01-25 08:24:42+00:00, OprahWinfrey , view , Aegis.Session004 , Mozilla , 179.218.4.87 ,2017-01-25 08:24:42+00:00
5454,2017-01-25 08:26:57+00:00, ElvisPresley , edit , Aegis.Session003 ,  , 154.24.112.80 ,2017-01-25 08:26:57+00:00
5455,2017-01-25 08:36:30+00:00, EvaPeron , edit , Aegis.Session004 ,  , 243.57.27.87 ,2017-01-25 08:36:30+00:00
5456,2017-01-25 08:39:51+00:00, WinstonChurchill , save , Aegis.Session004 , repRev 5 by BaseUserMapping_333 2017/02/12 11:03:45 , 179.218.4.87 ,2017-01-25 08:39:51+00:00
5457,2017-01-25 08:44:42+00:00, BarackObama , view , Aegis.Session004 , Mozilla , 230.200.204.160 ,2017-01-25 08:44:42+00:00
5458,2017-01-25 09:03:27+00:00, WinstonChurchill , view , Aegis.Session005 , Mozilla (not exist) , 209.0.136.148 ,2017-01-25 09:03:27+00:00
5459,2017-01-25 09:03:41+00:00, LeoTolstoy , view , Aegis.Session005 , Mozilla (not exist) , 178.237.189.6 ,2017-01-25 09:03:41+00:00
5460,2017-01-25 09:13:45+00:00, IndiraGandhi , edit , Aegis.Session005 , (not exist) , 75.214.138.32 ,2017-01-25 09:13:45+00:00
5461,2017-01-25 09:27:06+00:00, MarilynMonroe , save , Aegis.Session005 ,  , 146.20.0.193 ,2017-01-25 09:27:06+00:00
5462,2017-01-25 09:41:15+00:00, BillGates , view , Aegis.Session005 , Mozilla , 16.216.181.56 ,2017-01-25 09:41:15+00:00
5463,2017-01-25 09:49:00+00:00, FranklindRoosevelt , edit , Aegis.Session005 ,  , 230.200.204.160 ,2017-01-25 09:49:00+00:00
5464,2017-01-25 10:14:20+00:00, JawaharlalNehru , save , Aegis.Session005 , repRev 1 by BaseUserMapping_333 2017/02/12 11:04:51 , 222.204.63.78 ,2017-01-25 10:14:20+00:00
5465,2017-01-25 10:27:16+00:00, AungsansuuKyi , view , Aegis.Session005 , Mozilla , 80.150.2.195 ,2017-01-25 10:27:16+00:00
5466,2017-01-25 10:33:32+00:00, AungsansuuKyi , save , Aegis.Session003 ,  , 221.91.33.99 ,2017-01-25 10:33:32+00:00
5467,2017-01-25 10:35:05+00:00, LudwigBeethoven , view , Aegis.Session003 , Mozilla , 236.2.41.221 ,2017-01-25 10:35:05+00:00
5468,2017-01-25 10:35:55+00:00, AbrahamLincoln , edit , Aegis.Session005 ,  , 235.40.131.35 ,2017-01-25 10:35:55+00:00
5469,2017-01-25 10:38:14+00:00, JohnmKeynes , view , Aegis.WebHome , Mozilla , 208.194.107.58 ,2017-01-25 10:38:14+00:00
5470,2017-01-25 10:38:14+00:00, QueenVictoria , view , Aegis.Session004 , Mozilla , 67.62.89.233 ,2017-01-25 10:38:14+00:00
5471,2017-01-25 10:51:54+00:00, JohnmKeynes , save , Aegis.Session005 , repRev 1 by BaseUserMapping_333 2017/02/12 11:07:31 , 179.218.4.87 ,2017-01-25 10:51:54+00:00
5472,2017-01-25 10:54:39+00:00, MotherTeresa , view , Aegis.Session005 , Mozilla , 97.51.168.65 ,2017-01-25 10:54:39+00:00
5473,2017-01-25 10:55:31+00:00, JawaharlalNehru , view , Aegis.WebHome , Mozilla , 89.235.198.102 ,2017-01-25 10:55:31+00:00
5474,2017-01-25 10:58:44+00:00, JawaharlalNehru , view , Aegis.Assignment003 , Mozilla , 78.84.238.169 ,2017-01-25 10:58:44+00:00
5475,2017-01-25 11:06:25+00:00, CharlesDarwin , view , Aegis.Assignment004 , Mozilla (not exist) , 16.216.181.56 ,2017-01-25 11:06:25+00:00
5476,2017-01-25 11:13:29+00:00, PabloPicasso , view , Aegis.Assignment004 , Mozilla (not exist) , 75.131.65.209 ,2017-01-25 11:13:29+00:00
5477,2017-01-25 11:16:22+00:00, CharlesDarwin , edit , Aegis.Assignment004 , (not exist) , 252.213.203.114 ,2017-01-25 11:16:22+00:00
5478,2017-01-25 11:20:43+00:00, MuhammadAli , save , Aegis.Assignment004 ,  , 199.168.5.94 ,2017-01-25 11:20:43+00:00
5479,2017-01-25 11:28:21+00:00, MargaretThatcher , view , Aegis.Assignment004 , Mozilla , 47.108.100.96 ,2017-01-25 11:28:21+00:00
5480,2017-01-25 11:33:45+00:00, LyndonJohnson , edit , Aegis.Assignment003 ,  , 86.223.191.167 ,2017-01-25 11:33:45+00:00
5481,2017-01-25 11:36:33+00:00, PeterSellers , edit , Aegis.Assignment004 ,  , 144.249.99.41 ,2017-01-25 11:36:33+00:00
5482,2017-01-25 11:36:34+00:00, WaltDisney , save , Aegis.Assignment004 , repRev 1 by BaseUserMapping_333 2017/02/12 11:18:32 , 40.177.155.67 ,2017-01-25 11:36:34+00:00
5483,2017-01-25 11:39:09+00:00, BillGates , view , Aegis.Assignment004 , Mozilla , 144.249.99.41 ,2017-01-25 11:39:09+00:00
5484,2017-01-25 11:44:35+00:00, MotherTeresa , save , Aegis.Assignment003 ,  , 52.38.29.105 ,2017-01-25 11:44:35+00:00
5485,2017-01-25 11:49:46+00:00, LeonardodaVinci , view , Aegis.Assignment003 , Mozilla , 94.167.29.154 ,2017-01-25 11:49:46+00:00
5486,2017-01-25 11:53:49+00:00, LeonardodaVinci , view , Dravate.WebHome , Mozilla , 105.171.75.227 ,2017-01-25 11:53:49+00:00
5487,2017-01-25 11:57:30+00:00, DonaldTrump , view , Dravate.ToDo2017x02x09 , Mozilla , 85.15.232.229 ,2017-01-25 11:57:30+00:00
5488,2017-01-25 12:06:30+00:00, CharlesDarwin , view , Dravate.ToDo , Mozilla , 86.136.47.118 ,2017-01-25 12:06:30+00:00
5489,2017-01-25 12:07:11+00:00, NeilArmstrong , edit , Dravate.ToDo2017x02x13 , (not exist) , 16.216.181.56 ,2017-01-25 12:07:11+00:00
5490,2017-01-25 12:13:09+00:00, AungsansuuKyi , save , Dravate.ToDo2017x02x13 ,  , 221.91.33.99 ,2017-01-25 12:13:09+00:00
5491,2017-01-25 12:34:12+00:00, NelsonMandela , view , Dravate.ToDo2017x02x13 , Mozilla , 144.249.99.41 ,2017-01-25 12:34:12+00:00
5492,2017-01-25 13:09:42+00:00, ChristopherColumbus , edit , Dravate.ToDo2017x02x13 ,  , 222.50.171.104 ,2017-01-25 13:09:42+00:00
5493,2017-01-25 13:11:30+00:00, LeonardodaVinci , save , Dravate.ToDo2017x02x13 , repRev 1 by BaseUserMapping_333 2017/02/13 07:13:05 , 167.173.184.145 ,2017-01-25 13:11:30+00:00
5494,2017-01-25 13:19:16+00:00, JawaharlalNehru , view , Dravate.ToDo2017x02x13 , Mozilla , 16.216.181.56 ,2017-01-25 13:19:16+00:00
5495,2017-01-25 13:26:09+00:00, PopejohnPaul , edit , Dravate.ToDo2017x02x13 ,  , 172.216.204.7 ,2017-01-25 13:26:09+00:00
5496,2017-01-25 13:26:59+00:00, LouisPasteur , save , Dravate.ToDo2017x02x13 , repRev 1 by BaseUserMapping_333 2017/02/13 07:20:43 , 179.218.4.87 ,2017-01-25 13:26:59+00:00
5497,2017-01-25 13:27:00+00:00, EvaPeron , view , Dravate.ToDo2017x02x13 , Mozilla , 164.41.126.248 ,2017-01-25 13:27:00+00:00
5498,2017-01-25 13:27:56+00:00, ElvisPresley , view , Main.WebHome , Mozilla , 201.36.26.7 ,2017-01-25 13:27:56+00:00
5499,2017-01-25 13:30:51+00:00, AungsansuuKyi , view , Dravate.WebHome , Mozilla , 143.185.106.59 ,2017-01-25 13:30:51+00:00
5500,2017-01-25 13:42:47+00:00, JohnmKeynes , view , Dravate.DockerComposerMultiContainer , Mozilla , 178.237.189.6 ,2017-01-25 13:42:47+00:00
5501,2017-01-25 13:50:50+00:00, LyndonJohnson , edit , Dravate.DockerComposerMultiContainer ,  , 239.195.244.190 ,2017-01-25 13:50:50+00:00
5502,2017-01-25 13:54:37+00:00, ThomasEdison , save , Dravate.DockerComposerMultiContainer ,  , 235.40.131.35 ,2017-01-25 13:54:37+00:00
5503,2017-01-25 14:20:47+00:00, ThomasEdison , view , Dravate.DockerComposerMultiContainer , Mozilla , 209.0.136.148 ,2017-01-25 14:20:47+00:00
5504,2017-01-25 14:23:13+00:00, WaltDisney , edit , Dravate.DockerComposerMultiContainer ,  , 195.60.153.209 ,2017-01-25 14:23:13+00:00
5505,2017-01-25 14:25:18+00:00, MahatmaGandhi , save , Dravate.DockerComposerMultiContainer , repRev 3 by BaseUserMapping_333 2017/02/13 12:41:30 , 94.167.29.154 ,2017-01-25 14:25:18+00:00
5506,2017-01-25 14:26:37+00:00, CharlesdeGaulle , view , Dravate.DockerComposerMultiContainer , Mozilla , 76.235.99.163 ,2017-01-25 14:26:37+00:00
5507,2017-01-25 14:42:20+00:00, BillGates , edit , Dravate.DockerComposerMultiContainer ,  , 148.66.190.228 ,2017-01-25 14:42:20+00:00
5508,2017-01-25 14:47:13+00:00, EvaPeron , save , Dravate.DockerComposerMultiContainer , repRev 3 by BaseUserMapping_333 2017/02/13 12:41:43 , 78.84.238.169 ,2017-01-25 14:47:13+00:00
5509,2017-01-25 14:50:11+00:00, JkRowling , view , Dravate.DockerComposerMultiContainer , Mozilla , 80.150.2.195 ,2017-01-25 14:50:11+00:00
5510,2017-01-25 14:50:58+00:00, BarackObama , edit , Dravate.DockerComposerMultiContainer ,  , 85.15.232.229 ,2017-01-25 14:50:58+00:00
5511,2017-01-25 14:53:07+00:00, DalaiLama , save , Dravate.DockerComposerMultiContainer , repRev 3 by BaseUserMapping_333 2017/02/13 13:11:43 , 164.41.126.248 ,2017-01-25 14:53:07+00:00
5512,2017-01-25 14:57:08+00:00, LudwigBeethoven , view , Dravate.DockerComposerMultiContainer , Mozilla , 202.32.200.236 ,2017-01-25 14:57:08+00:00
5513,2017-01-25 15:02:18+00:00, WaltDisney , view , Dravate.ToDo2017x02x13 , Mozilla , 192.211.124.125 ,2017-01-25 15:02:18+00:00
5514,2017-01-25 15:19:43+00:00, MikhailGorbachev , edit , Dravate.ToDo2017x02x13 ,  , 75.131.65.209 ,2017-01-25 15:19:43+00:00
5515,2017-01-25 15:21:18+00:00, LeonardodaVinci , save , Dravate.ToDo2017x02x13 ,  , 172.216.204.7 ,2017-01-25 15:21:18+00:00
5516,2017-01-25 15:22:54+00:00, LyndonJohnson , view , Dravate.ToDo2017x02x13 , Mozilla , 41.80.213.179 ,2017-01-25 15:22:54+00:00
5517,2017-01-25 15:40:02+00:00, NelsonMandela , view , Main.WebHome , Mozilla , 195.60.153.209 ,2017-01-25 15:40:02+00:00
5518,2017-01-25 15:40:10+00:00, AungsansuuKyi , view , Dravate.DockerComposerMultiContainer , Mozilla , 139.44.179.69 ,2017-01-25 15:40:10+00:00
5519,2017-01-25 15:44:22+00:00, LouisPasteur , view , Main.WebHome , Mozilla , 80.150.2.195 ,2017-01-25 15:44:22+00:00
5520,2017-01-25 15:48:12+00:00, ChristopherColumbus , view , Main.WebHome , Mozilla , 230.200.204.160 ,2017-01-25 15:48:12+00:00
5521,2017-01-25 15:50:15+00:00, LeoTolstoy , view , Aegis.WebHome , Mozilla , 222.204.63.78 ,2017-01-25 15:50:15+00:00
5522,2017-01-25 15:50:38+00:00, DesmondTutu , view , Aegis.Session005 , Mozilla , 224.122.35.210 ,2017-01-25 15:50:38+00:00
5523,2017-01-25 15:53:21+00:00, NelsonMandela , edit , Aegis.Session005 ,  , 228.130.64.41 ,2017-01-25 15:53:21+00:00
5524,2017-01-25 15:59:01+00:00, BarackObama , save , Aegis.Session005 ,  , 224.142.189.173 ,2017-01-25 15:59:01+00:00
5525,2017-01-25 15:59:25+00:00, QueenVictoria , view , Aegis.Session005 , Mozilla , 203.122.142.177 ,2017-01-25 15:59:25+00:00
5526,2017-01-25 16:14:47+00:00, MartinlutherKing , view , Aegis.WebHome , Mozilla , 67.62.89.233 ,2017-01-25 16:14:47+00:00
5527,2017-01-25 16:31:11+00:00, RosaParks , view , Aegis.Session003 , Mozilla , 164.41.126.248 ,2017-01-25 16:31:11+00:00
5528,2017-01-25 16:43:55+00:00, AbrahamLincoln , view , Aegis.Assignment004 , Mozilla , 146.129.109.195 ,2017-01-25 16:43:55+00:00
5529,2017-01-25 16:44:58+00:00, PaulMccartney , view , Aegis.Session004 , Mozilla , 111.177.131.198 ,2017-01-25 16:44:58+00:00
5530,2017-01-25 16:57:45+00:00, LeonardodaVinci , view , Main.WebHome , Mozilla , 160.37.237.251 ,2017-01-25 16:57:45+00:00
5531,2017-01-25 16:59:27+00:00, MikhailGorbachev , view , Aegis.WebHome , Mozilla , 75.131.65.209 ,2017-01-25 16:59:27+00:00
5532,2017-01-25 17:00:05+00:00, LudwigBeethoven , view , Aegis.Session005 , Mozilla , 183.223.63.105 ,2017-01-25 17:00:05+00:00
5533,2017-01-25 17:09:04+00:00, PaulMccartney , edit , Aegis.Session005 ,  , 75.131.65.209 ,2017-01-25 17:09:04+00:00
5534,2017-01-25 17:34:38+00:00, OprahWinfrey , save , Aegis.Session005 ,  , 143.185.106.59 ,2017-01-25 17:34:38+00:00
5535,2017-01-25 17:41:23+00:00, ElvisPresley , view , Aegis.Session005 , Mozilla , 212.25.51.60 ,2017-01-25 17:41:23+00:00
5536,2017-01-25 17:48:51+00:00, JohnmKeynes , view , Main.WebHome , Mozilla , 202.32.200.236 ,2017-01-25 17:48:51+00:00
5537,2017-01-25 18:11:21+00:00, AungsansuuKyi , view , Main.WebHome , Mozilla , 224.142.189.173 ,2017-01-25 18:11:21+00:00
5538,2017-01-25 18:19:05+00:00, DonaldTrump , view , Sarthak.WebHome , Mozilla , 224.142.189.173 ,2017-01-25 18:19:05+00:00
5539,2017-01-25 18:19:23+00:00, VincentvanGogh , view , Sarthak.SchoolFees , Mozilla , 40.177.155.67 ,2017-01-25 18:19:23+00:00
5540,2017-01-25 18:24:33+00:00, DesmondTutu , view , Main.WebHome , Mozilla , 120.169.185.88 ,2017-01-25 18:24:33+00:00
5541,2017-01-25 18:42:04+00:00, CharlesdeGaulle , view , Main.WebHome , Mozilla , 221.156.0.8 ,2017-01-25 18:42:04+00:00
5542,2017-01-25 18:49:43+00:00, DalaiLama , view , Dravate.WebHome , Mozilla , 228.130.64.41 ,2017-01-25 18:49:43+00:00
5543,2017-01-25 18:50:02+00:00, EvaPeron , view , Dravate.ToDo2017x02x13 , Mozilla , 59.39.232.34 ,2017-01-25 18:50:02+00:00
5544,2017-01-25 18:57:44+00:00, JawaharlalNehru , view , Dravate.ToDo , Mozilla , 123.2.24.119 ,2017-01-25 18:57:44+00:00
5545,2017-01-25 19:03:02+00:00, NelsonMandela , edit , Dravate.ToDo2017x02x17 , (not exist) , 191.237.243.148 ,2017-01-25 19:03:02+00:00
5546,2017-01-25 19:04:06+00:00, ThomasEdison , save , Dravate.ToDo2017x02x17 ,  , 39.15.134.129 ,2017-01-25 19:04:06+00:00
5547,2017-01-25 19:07:41+00:00, EvaPeron , view , Dravate.ToDo2017x02x17 , Mozilla , 191.237.243.148 ,2017-01-25 19:07:41+00:00
5548,2017-01-25 19:17:48+00:00, NelsonMandela , edit , Dravate.ToDo2017x02x17 ,  , 78.84.238.169 ,2017-01-25 19:17:48+00:00
5549,2017-01-25 19:19:20+00:00, JkRowling , save , Dravate.ToDo2017x02x17 , repRev 1 by BaseUserMapping_333 2017/02/17 06:53:09 , 144.233.120.219 ,2017-01-25 19:19:20+00:00
5550,2017-01-25 19:35:32+00:00, MalcolmX , view , Dravate.ToDo2017x02x17 , Mozilla , 239.195.244.190 ,2017-01-25 19:35:32+00:00
5551,2017-01-25 19:45:52+00:00, ElvisPresley , view , Aegis.Session004 , Mozilla , 167.173.184.145 ,2017-01-25 19:45:52+00:00
5552,2017-01-25 19:47:07+00:00, CharlesdeGaulle , view , Main.WebHome , Mozilla , 40.177.155.67 ,2017-01-25 19:47:07+00:00
5553,2017-01-25 19:50:26+00:00, GeorgeOrwell , view , Main.WebHome , Mozilla , 222.50.171.104 ,2017-01-25 19:50:26+00:00
5554,2017-01-25 20:09:23+00:00, JawaharlalNehru , view , PythonBook.WebHome , Mozilla , 107.175.97.53 ,2017-01-25 20:09:23+00:00
5555,2017-01-25 20:11:38+00:00, IndiraGandhi , view , PythonBook.ReadingWritingFiles , Mozilla , 197.72.39.116 ,2017-01-25 20:11:38+00:00
5556,2017-01-25 20:12:05+00:00, CharlesDarwin , view , Main.WebHome , Mozilla , 67.62.89.233 ,2017-01-25 20:12:05+00:00
5557,2017-01-25 20:28:23+00:00, BenazirBhutto , view , Main.WebHome , Mozilla , 171.155.32.163 ,2017-01-25 20:28:23+00:00
5558,2017-01-25 20:31:49+00:00, MikhailGorbachev , view , Main.WebHome , Mozilla , 111.177.131.198 ,2017-01-25 20:31:49+00:00
5559,2017-01-25 20:36:11+00:00, JawaharlalNehru , view , Main.WebHome , Mozilla , 145.191.99.234 ,2017-01-25 20:36:11+00:00
5560,2017-01-25 20:36:54+00:00, MikhailGorbachev , view , Main.WebHome , Mozilla , 143.185.106.59 ,2017-01-25 20:36:54+00:00
5561,2017-01-25 20:42:41+00:00, JkRowling , view , Main.WebHome , Mozilla , 228.130.64.41 ,2017-01-25 20:42:41+00:00
5562,2017-01-25 20:55:39+00:00, QueenElizabeth , view , Main.WebHome , Mozilla , 155.248.2.129 ,2017-01-25 20:55:39+00:00
5563,2017-01-25 21:17:16+00:00, ChristopherColumbus , view , Main.WebHome , Mozilla , 148.66.190.228 ,2017-01-25 21:17:16+00:00
5564,2017-01-25 21:33:51+00:00, NelsonMandela , view , Aegis.WebHome , Mozilla , 72.120.101.54 ,2017-01-25 21:33:51+00:00
5565,2017-01-25 21:46:03+00:00, ThomasEdison , view , Aegis.WebTopicList , Mozilla , 120.69.75.202 ,2017-01-25 21:46:03+00:00
5566,2017-01-25 21:51:15+00:00, LudwigBeethoven , view , Aegis.DockerInterview , Mozilla , 67.62.89.233 ,2017-01-25 21:51:15+00:00
5567,2017-01-25 21:53:37+00:00, GeorgeOrwell , view , Dravate.WebHome , Mozilla , 167.173.184.145 ,2017-01-25 21:53:37+00:00
5568,2017-01-25 21:54:18+00:00, GeorgeOrwell , view , Dravate.WebTopicList , Mozilla , 78.84.238.169 ,2017-01-25 21:54:18+00:00
5569,2017-01-25 21:57:33+00:00, JkRowling , view , Aegis.WebHome , Mozilla , 67.106.81.128 ,2017-01-25 21:57:33+00:00
5570,2017-01-25 22:02:19+00:00, PabloPicasso , view , Aegis.WebTopicList , Mozilla , 7.23.107.197 ,2017-01-25 22:02:19+00:00
5571,2017-01-25 22:02:20+00:00, OprahWinfrey , view , Aegis.JupyterImage , Mozilla , 144.161.226.230 ,2017-01-25 22:02:20+00:00
5572,2017-01-25 22:12:00+00:00, ThomasEdison , view , Aegis.WebHome , Mozilla , 120.169.185.88 ,2017-01-25 22:12:00+00:00
5573,2017-01-25 22:12:39+00:00, VincentvanGogh , view , Aegis.Session005 , Mozilla , 222.50.171.104 ,2017-01-25 22:12:39+00:00
5574,2017-01-25 22:19:55+00:00, NelsonMandela , view , Aegis.WebHome , Mozilla , 97.51.168.65 ,2017-01-25 22:19:55+00:00
5575,2017-01-25 22:25:17+00:00, CharlesdeGaulle , view , Aegis.PythonFordatascience , Mozilla , 253.111.182.73 ,2017-01-25 22:25:17+00:00
5576,2017-01-25 22:28:06+00:00, RosaParks , view , Aegis.PandasTutorial , Mozilla , 224.142.189.173 ,2017-01-25 22:28:06+00:00
5577,2017-01-25 22:32:02+00:00, QueenElizabeth , edit , Aegis.PythonFordatascience ,  , 143.185.106.59 ,2017-01-25 22:32:02+00:00
5578,2017-01-25 22:50:01+00:00, PeterSellers , save , Aegis.PythonFordatascience ,  , 78.84.238.169 ,2017-01-25 22:50:01+00:00
5579,2017-01-25 22:54:22+00:00, FranklindRoosevelt , view , Aegis.PythonFordatascience , Mozilla , 183.223.63.105 ,2017-01-25 22:54:22+00:00
5580,2017-01-25 23:17:35+00:00, AungsansuuKyi , edit , Aegis.PythonFordatascience ,  , 224.122.35.210 ,2017-01-25 23:17:35+00:00
5581,2017-01-25 23:19:08+00:00, ElvisPresley , save , Aegis.PythonFordatascience , repRev 7 by BaseUserMapping_333 2017/02/21 16:52:33 , 207.166.14.189 ,2017-01-25 23:19:08+00:00
5582,2017-01-25 23:19:27+00:00, PeterSellers , view , Aegis.PythonFordatascience , Mozilla , 191.237.243.148 ,2017-01-25 23:19:27+00:00
5583,2017-01-25 23:23:11+00:00, PaulMccartney , edit , Aegis.Session006 , (not exist) , 120.169.185.88 ,2017-01-25 23:23:11+00:00
5584,2017-01-25 23:26:18+00:00, MotherTeresa , save , Aegis.Session006 ,  , 72.120.101.54 ,2017-01-25 23:26:18+00:00
5585,2017-01-25 23:28:34+00:00, AlbertEinstein , view , Aegis.Session006 , Mozilla , 160.37.237.251 ,2017-01-25 23:28:34+00:00
5586,2017-01-25 23:30:46+00:00, GeorgeOrwell , edit , Aegis.Session006 ,  , 75.214.138.32 ,2017-01-25 23:30:46+00:00
5587,2017-01-25 23:31:26+00:00, PaulMccartney , save , Aegis.Session006 , repRev 1 by BaseUserMapping_333 2017/02/21 16:57:08 , 222.204.63.78 ,2017-01-25 23:31:26+00:00
5588,2017-01-25 23:37:13+00:00, CharlesdeGaulle , view , Aegis.Session006 , Mozilla , 111.177.131.198 ,2017-01-25 23:37:13+00:00
5589,2017-01-26 00:14:13+00:00, CharlesdeGaulle , view , Main.WebHome , Mozilla , 148.66.190.228 ,2017-01-26 00:14:13+00:00
5590,2017-01-26 00:25:32+00:00, MotherTeresa , view , Main.WebHome , Mozilla , 155.248.2.129 ,2017-01-26 00:25:32+00:00
5591,2017-01-26 00:26:28+00:00, RosaParks , view , Dravate.WebHome , Mozilla , 203.106.94.74 ,2017-01-26 00:26:28+00:00
5592,2017-01-26 00:27:06+00:00, CharlesDarwin , view , Dravate.ToDo2017x02x17 , Mozilla , 178.237.189.6 ,2017-01-26 00:27:06+00:00
5593,2017-01-26 00:33:56+00:00, LeoTolstoy , view , Dravate.ToDo , Mozilla , 222.204.63.78 ,2017-01-26 00:33:56+00:00
5594,2017-01-26 00:34:10+00:00, LeoTolstoy , edit , Dravate.ToDo2017x02x22 , (not exist) , 22.58.214.143 ,2017-01-26 00:34:10+00:00
5595,2017-01-26 00:35:58+00:00, MargaretThatcher , save , Dravate.ToDo2017x02x22 ,  , 143.132.190.10 ,2017-01-26 00:35:58+00:00
5596,2017-01-26 00:37:48+00:00, FranklindRoosevelt , view , Dravate.ToDo2017x02x22 , Mozilla , 111.84.19.172 ,2017-01-26 00:37:48+00:00
5597,2017-01-26 00:37:51+00:00, MargaretThatcher , edit , Dravate.ToDo2017x02x22 ,  , 176.162.80.71 ,2017-01-26 00:37:51+00:00
5598,2017-01-26 00:40:17+00:00, AbrahamLincoln , save , Dravate.ToDo2017x02x22 , repRev 1 by BaseUserMapping_333 2017/02/22 07:08:47 , 146.20.0.193 ,2017-01-26 00:40:17+00:00
5599,2017-01-26 00:49:11+00:00, CharlesdeGaulle , view , Dravate.ToDo2017x02x22 , Mozilla , 145.191.99.234 ,2017-01-26 00:49:11+00:00
